workload1,idx1,workload2,idx2,workload3,idx3,workload4,idx4,w1_Threads,w1_Compute (SM) Throughput,w1_DRAM Throughput,w1_Memory Throughput,w1_Registers,w1_Static Shared Memory,w2_Threads,w2_Compute (SM) Throughput,w2_DRAM Throughput,w2_Memory Throughput,w2_Registers,w2_Static Shared Memory,w3_Threads,w3_Compute (SM) Throughput,w3_DRAM Throughput,w3_Memory Throughput,w3_Registers,w3_Static Shared Memory,w4_Threads,w4_Compute (SM) Throughput,w4_DRAM Throughput,w4_Memory Throughput,w4_Registers,w4_Static Shared Memory,w1throughput,w2throughput,w3throughput,w4throughput,w1exclusive_throughput,w1sm%,w1mem%,w1memcap,w2exclusive_throughput,w2sm%,w2mem%,w2memcap,w3exclusive_throughput,w3sm%,w3mem%,w3memcap,w4exclusive_throughput,w4sm%,w4mem%,w4memcap
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,albert-base-v2_batch2-train,10,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,411285.4853574395,58.4276542042436,34.26425178992512,68.37910891218571,15451966.342910131,11099.815030370692,26.458625058345003,26.45403877436732,26.47062747661806,7.002748390497345,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,25.6782694402656,97.0,43.0,2.3
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,vit_h_14_batch8-train,12,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,496067.9989140645,33.65768151737584,59.00252471417957,78.60977177747729,16690912.72524413,3652.032077044045,19.779672000398783,19.66732092230219,19.695044472681065,4.5924225028702645,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,9.500815660685156,96.99371069182388,32.52201,17.4
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,albert-base-v2_batch8-train,1,albert-base-v2_batch8-train,1,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,2011555.2744192549,48.32407816574221,50.96574818117043,78.11175775979989,42373993.86889671,8963.297179442388,2011555.2744192549,48.32407816574221,50.96574818117043,78.11175775979989,42373993.86889671,8963.297179442388,14.931775933047842,14.94651197830345,11.744246448494703,11.760803353336753,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,29.67588370763072,97.38028169014083,46.74647887323944,6.6,29.67588370763072,97.38028169014083,46.74647887323944,6.6
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,albert-base-v2_batch8-train,1,vit-base-patch16-224_batch2-inf,2,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,2011555.2744192549,48.32407816574221,50.96574818117043,78.11175775979989,42373993.86889671,8963.297179442388,35961.4603913098,67.45085472767737,10.815099777889127,40.24518066467102,3779001.50924272,2914.346235876293,21.06134754408128,21.15409220795837,17.161605114831328,19.040636782572264,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,29.67588370763072,97.38028169014083,46.74647887323944,6.6,63.42342342342342,29.454545454545453,4.181818181818182,1.6
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,vit-base-patch16-224_batch2-inf,2,vit-base-patch16-224_batch2-inf,2,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,35961.4603913098,67.45085472767737,10.815099777889127,40.24518066467102,3779001.50924272,2914.346235876293,35961.4603913098,67.45085472767737,10.815099777889127,40.24518066467102,3779001.50924272,2914.346235876293,38.54522847373329,38.569956647679774,31.70154341444939,31.69161619624424,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,63.42342342342342,29.454545454545453,4.181818181818182,1.6,63.42342342342342,29.454545454545453,4.181818181818182,1.6
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,vit-base-patch16-224_batch2-inf,2,whisper-large-v2_batch8-inf,6,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,35961.4603913098,67.45085472767737,10.815099777889127,40.24518066467102,3779001.50924272,2914.346235876293,5661591.512012222,33.63998724849095,55.31684738960696,64.7932709326375,117732415.08983348,1056.3817410779272,17.045552176229016,17.029458216026917,14.186697623600107,2.862049227246709,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,63.42342342342342,29.454545454545453,4.181818181818182,1.6,10.73243670597552,45.11811023622048,19.79265091863517,11.4
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,vit-base-patch16-224_batch2-inf,2,vit_h_14_batch8-train,12,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,35961.4603913098,67.45085472767737,10.815099777889127,40.24518066467102,3779001.50924272,2914.346235876293,496067.9989140645,33.65768151737584,59.00252471417957,78.60977177747729,16690912.72524413,3652.032077044045,22.389491383882728,22.25287975144969,19.32766537443162,5.413788241928661,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,63.42342342342342,29.454545454545453,4.181818181818182,1.6,9.500815660685156,96.99371069182388,32.52201,17.4
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,vit_h_14_batch2-train,3,vit_h_14_batch2-train,3,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,183316.888392316,44.95736442315827,46.30171509953436,72.30406066464882,9279376.251384592,6320.710134302391,183316.888392316,44.95736442315827,46.30171509953436,72.30406066464882,9279376.251384592,6320.710134302391,28.551281497791017,28.571017122449277,1.8990169794459335,1.9110428298422453,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,6.908856242645105,97.51923076923076,47.9423,14.3,6.908856242645105,97.51923076923076,47.9423,14.3
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,wav2vec2-base-960h_batch8-inf,4,albert-base-v2_batch2-train,10,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,682756.7824714864,62.780644321909016,21.0702801326792,64.2385060757653,27973292.570635416,74003.0752817931,411285.4853574395,58.4276542042436,34.26425178992512,68.37910891218571,15451966.342910131,11099.815030370692,17.85489299663421,18.048833739674684,39.75581634385921,4.272684466612023,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,66.49987894439512,18.24,6.6,11.4,25.6782694402656,97.0,43.0,2.3
bert-base-cased_batch2-inf,0,bert-base-cased_batch2-inf,0,wav2vec2-base-960h_batch8-inf,4,whisper-large-v2_batch2-inf,11,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,210588.1095979778,73.11711703442735,15.196149452714376,63.87781954030234,14134984.63908432,13218.430422937075,682756.7824714864,62.780644321909016,21.0702801326792,64.2385060757653,27973292.570635416,74003.0752817931,407273.6437354477,71.71888252706013,17.28196639963645,63.66662208308519,15566445.000576952,10410.317650169076,16.205046107603465,16.307742890021373,34.98429572360474,0.989586329900466,84.1300191204589,92.5,40.0,1.2,84.1300191204589,92.5,40.0,1.2,66.49987894439512,18.24,6.6,11.4,1.7085028704506966,37.63403263403264,16.834498834498834,8.3
