HPworkload,ground truth,random,prediction,_Threads,_Compute (SM) Throughput,_DRAM Throughput,_Memory Throughput,_Registers,_Static Shared Memory,exclusive_throughput,sm%,mem%,memcap,ground truth value
whisper-large-v2_batch8-inf,1.0,0.3813495160333886,1.0,0.11048875298365045,1.0,1.0,0.3356584577323057,0.11048875298365045,0.11048875298365045,1.0,0.11048875298365045,0.3356584577323057,0.18963600941092573,45.36689911107177
vit-base-patch16-224_batch8-inf,1.0,0.6407878827500374,0.8629584963519126,0.8629584963519126,1.0,0.8629584963519126,0.8629584963519126,0.8629584963519126,0.8629584963519126,0.887786817923133,0.44087584173166394,0.8629584963519126,0.887786817923133,161.7458225305613
albert-base-v2_batch2-train,1.0,0.5192608931042221,1.0,0.9190952875008682,0.9190952875008682,0.9190952875008682,0.9190952875008682,0.9190952875008682,0.15444753534793698,0.9401992213113318,0.35581619355738403,1.0,0.6936939157338539,99.55182274105027
bert-base-cased_batch8-inf,1.0,0.7132595955730753,1.0,1.0,0.847407830807091,1.0,1.0,1.0,1.0,0.7150545870873485,0.6526415890016419,1.0,0.847407830807091,128.23380214445507
wav2vec2-base-960h_batch8-inf,1.0,0.509498067674152,1.0,0.4556389969952503,0.7068441768316699,0.7068441768316699,0.40650364651856447,0.4556389969952503,0.21474764749201114,0.7068441768316699,0.4556389969952503,1.0,0.7068441768316699,120.63426590505317
bert-base-cased_batch8-train,1.0,0.582203268971468,1.0,0.6367572013849245,0.8846027208142897,0.6367572013849245,0.6367572013849245,0.6367572013849245,0.11278635473234923,0.9281510999578694,0.34821789086517707,0.6367572013849245,0.6032184485446053,94.56497148992443
bert-base-cased_batch16-inf,1.0,0.7196065229912895,1.0,1.0,0.6939584295121761,1.0,1.0,1.0,0.3768609662890708,0.7828663053186059,0.7341938012620755,1.0,1.0,122.3660942640039
vit_h_14_batch8-train,1.0,0.46020110160116895,1.0,0.13866097153499876,0.11161524205369235,0.9574444325669773,0.11161524205369235,0.13866097153499876,0.13866097153499876,0.9574444325669773,0.13866097153499876,1.0,0.9574444325669773,70.24698151314354
vit-base-patch16-224_batch16-inf,1.0,0.5535653130469792,1.0,1.0,1.0,1.0,0.7543682123950479,1.0,0.2836950706133666,1.0,0.6225323294207489,1.0,0.6225323294207489,159.91430169366595
whisper-large-v2_batch16-inf,1.0,0.37971010774791164,0.6371425351187133,0.15226486939478756,1.0,0.6371425351187133,0.4499417115583214,0.15226486939478756,0.09824558215721141,1.0,0.15226486939478756,0.6371425351187133,1.0,46.115004525352035
wav2vec2-base-960h_batch16-inf,1.0,0.8661118464709036,0.9571786801011283,0.7165786074157361,1.0,0.9571786801011283,0.7906900983667502,0.7165786074157361,0.9571786801011283,1.0,0.7165786074157361,0.7906900983667502,0.9571786801011283,95.79629211272899
albert-base-v2_batch16-train,1.0,0.5868822655756485,1.0,0.44130907923320595,1.0,0.6121217939728244,0.6121217939728244,0.44130907923320595,0.3252817017560424,1.0,0.4524553040185257,0.6852544651203087,0.6121217939728244,76.26824051724324
wav2vec2-base-960h_batch2-inf,1.0,0.5599072295775867,1.0,1.0,1.0,1.0,0.5817276601304742,1.0,0.1365122594531888,0.6790315669209175,0.45964818957769876,0.5817276601304742,0.9311812808543755,111.54883413926055
albert-base-v2_batch8-train,1.0,0.5138711155479119,0.9350971673474547,0.6758935567116803,0.9350971673474547,0.6758935567116803,0.6758935567116803,0.6758935567116803,0.15283776234991336,1.0,0.3004605950834972,0.6758935567116803,0.6266819685256887,85.55314615703341
vit-base-patch16-224_batch2-inf,1.0,0.7092594533582155,1.0,0.8619407417410206,1.0,0.8619407417410206,0.8619407417410206,0.8619407417410206,0.8619407417410206,0.8766739794473509,0.4534389767182208,0.8619407417410206,0.9194540049108875,139.57993180217647
bert-base-cased_batch16-train,1.0,0.6630104665305793,1.0,0.693803840117359,1.0,1.0,0.8689615574588939,0.693803840117359,0.2799815186891671,1.0,0.7100005286870427,0.8689615574588939,1.0,50.153113530896476
bert-base-cased_batch2-inf,1.0,0.5896714546714629,1.0,0.8937400618301844,1.0,0.8937400618301844,0.8937400618301844,0.8937400618301844,0.8937400618301844,0.7567513898553262,0.3733717187465107,0.8937400618301844,0.726479381278119,143.5958090967668
bert-base-cased_batch2-train,1.0,0.4725787287635451,0.9774936621627098,0.7643427837335425,0.9774936621627098,0.7643427837335425,0.7643427837335425,0.7643427837335425,0.08538726863606634,0.7407914580874848,0.21100885990789842,0.7643427837335425,1.0,92.66517971866735
vit_h_14_batch2-train,1.0,0.48775454079203945,0.7937387134826135,0.7044821906008567,0.7937387134826135,0.7044821906008567,0.7044821906008567,0.7044821906008567,0.05579372479694295,1.0,0.08502219357790342,0.7044821906008567,0.9315484616201056,89.84042789328248
whisper-large-v2_batch2-inf,1.0,0.43294499192420255,0.7367647965330117,0.7367647965330117,0.7367647965330117,0.7367647965330117,0.7367647965330117,0.7367647965330117,0.09178514017929278,0.9940672279288373,0.23459360327590895,0.7367647965330117,1.0,85.42378243161039
