HPworkload,ground truth,random,prediction,_PCIe read bandwidth,_PCIe write bandwidth,_Long_Kernel,_ave_Kernel_Length,_long/short_Ratio,_avg_Thread,sm%,mem%,CPU%,MainMem%,ground truth value
whisper-large-v2_batch8-inf,1.0,0.3813495160333886,1.0,0.11048875298365045,1.0,0.1744096852305295,0.18963600941092573,0.18963600941092573,0.1744096852305295,0.11048875298365045,0.3356584577323057,0.28822228710458514,0.18963600941092573,45.36689911107177
vit-base-patch16-224_batch8-inf,1.0,0.6226316154992688,1.0,0.4410689429915826,0.4410689429915826,0.8629584963519126,0.8629584963519126,0.5656876308266504,0.8629584963519126,0.44087584173166394,0.8629584963519126,0.4410689429915826,0.887786817923133,161.7458225305613
albert-base-v2_batch2-train,1.0,0.49942877613063463,1.0,0.35581619355738403,0.35581619355738403,0.15444753534793698,0.31140132624982253,0.31140132624982253,0.30110760639476053,0.30110760639476053,1.0,0.9401992213113318,0.6936939157338539,99.55182274105027
bert-base-cased_batch8-inf,1.0,0.6385900401397201,1.0,0.425570367026222,0.425570367026222,0.8492484265236528,0.8492484265236528,0.6198710228818003,0.8492484265236528,0.554254842543541,0.8492484265236528,0.7497007093472036,0.7196597669367438,150.99680863628137
wav2vec2-base-960h_batch8-inf,1.0,0.509498067674152,1.0,0.4332363774853572,0.4332363774853572,0.5350482701004805,0.5408816857225652,0.5408816857225652,0.5350482701004805,0.4556389969952503,1.0,0.4332363774853572,0.7068441768316699,120.63426590505317
bert-base-cased_batch8-train,1.0,0.5423563877555011,1.0,0.9281510999578694,0.9281510999578694,0.6367572013849245,0.6367572013849245,0.20838743345208954,0.6367572013849245,0.26646397415091333,0.6367572013849245,0.8186076151158612,0.6032184485446053,94.56497148992443
bert-base-cased_batch16-inf,1.0,0.7196065229912895,1.0,0.6232791932763262,0.6232791932763262,1.0,1.0,0.6939584295121761,1.0,0.7341938012620755,1.0,0.6232791932763262,0.6991572843082918,122.3660942640039
vit_h_14_batch8-train,1.0,0.4299111483000924,1.0,0.35316340333778196,0.35316340333778196,0.21788147519255682,0.11161524205369235,0.11161524205369235,0.21788147519255682,0.13866097153499876,1.0,0.9574444325669773,0.3059275556957955,70.24698151314354
vit-base-patch16-224_batch16-inf,1.0,0.6023991239513767,1.0,0.9442358002821596,0.9442358002821596,0.43927891857796203,0.6225323294207489,0.6225323294207489,0.5913478062210746,0.6225323294207489,1.0,0.9442358002821596,0.6225323294207489,159.91430169366595
whisper-large-v2_batch16-inf,1.0,0.35079790443711983,0.6371425351187133,1.0,1.0,0.15226486939478756,0.16430429476399308,0.16430429476399308,0.15226486939478756,0.23360236750168367,0.23669581488622096,0.3044983956501828,0.16430429476399308,46.115004525352035
wav2vec2-base-960h_batch16-inf,1.0,0.8792891423278574,0.931998325755673,1.0,1.0,0.931998325755673,0.931998325755673,0.931998325755673,0.931998325755673,0.7165786074157361,0.931998325755673,0.9571786801011283,0.9571786801011283,95.79629211272899
albert-base-v2_batch16-train,1.0,0.5936026491166848,0.9353966800994905,0.45608041232739366,1.0,0.44130907923320595,0.6852544651203087,0.3122920700032064,0.44130907923320595,0.4524553040185257,0.9353966800994905,0.8425494915750965,0.6121217939728244,76.26824051724324
wav2vec2-base-960h_batch2-inf,1.0,0.5355381914413532,1.0,0.9311812808543755,0.9311812808543755,0.44467142058944914,0.1365122594531888,0.6790315669209175,0.44467142058944914,0.45964818957769876,0.5817276601304742,0.39069101870497974,0.7539034694556733,111.54883413926055
albert-base-v2_batch8-train,1.0,0.462505900715647,0.9350971673474547,0.4033512676067775,1.0,0.6758935567116803,0.6758935567116803,0.23423887754291864,0.6758935567116803,0.3004605950834972,0.6758935567116803,0.4033512676067775,0.6266819685256887,85.55314615703341
vit-base-patch16-224_batch2-inf,1.0,0.7022982791108355,1.0,0.8766739794473509,0.8766739794473509,0.8619407417410206,0.8619407417410206,0.639647710884414,0.8619407417410206,0.4534389767182208,0.8619407417410206,0.9187123140753355,0.9194540049108875,139.57993180217647
bert-base-cased_batch16-train,1.0,0.6683467739622179,0.8689615574588939,0.7100005286870427,0.7100005286870427,0.693803840117359,0.7062801915099122,0.7062801915099122,0.693803840117359,0.7100005286870427,0.8689615574588939,0.7311409291932361,1.0,50.153113530896476
bert-base-cased_batch2-inf,1.0,0.5893059739091612,1.0,0.32511709430952296,0.32511709430952296,0.8937400618301844,0.8937400618301844,0.4809227662705972,0.8937400618301844,0.3733717187465107,0.8937400618301844,0.7567513898553262,0.726479381278119,143.5958090967668
bert-base-cased_batch2-train,1.0,0.44404734110064786,0.9774936621627098,0.3632202203631074,0.3632202203631074,0.7643427837335425,0.7643427837335425,0.323485166151947,0.7643427837335425,0.21100885990789842,0.7643427837335425,1.0,0.323485166151947,92.66517971866735
vit_h_14_batch16-train,1.0,0.8838877028587704,0.7677754057175404,1.0,1.0,1.0,0.7677754057175404,0.7677754057175404,0.7677754057175404,1.0,0.7677754057175404,1.0,0.7677754057175404,20.026082559105152
vit_h_14_batch2-train,1.0,0.47048139794528065,0.7937387134826135,1.0,1.0,0.7044821906008567,0.7044821906008567,0.7044821906008567,0.7044821906008567,0.08502219357790342,0.7044821906008567,0.9315484616201056,0.28612229269591116,89.84042789328248
whisper-large-v2_batch2-inf,1.0,0.4189337436260788,0.7367647965330117,0.278821260644842,0.9940672279288373,0.14145105212560766,0.5740587408986941,0.04407695001775774,0.14145105212560766,0.23459360327590895,0.7367647965330117,1.0,0.23459360327590895,85.42378243161039
